Job Title,Salary Estimate,salary_min,salary_max,salary_avg,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
Data Analyst,29-38 ,29,38,33.5,4.0,"McLane Global
4.0","Houston, TX","Houston, TX",51 to 200 employees,1955,Company - Private,Wholesale,Business Services,$100 to $500 million (USD),"Transnational Foods, One Source Distributors",0
Data Analyst,29-38 ,29,38,33.5,-1.0,H-GAC,"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1,0
Data Analyst & Healthcare Analytics,29-38 ,29,38,33.5,3.6,"Kelsey-Seybold Medical Group
3.6","Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,0
Data Analyst,29-38 ,29,38,33.5,4.3,"Pareto Systems
4.3","Stafford, TX","Stafford, TX",1 to 50 employees,2012,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0
Business Analyst Data Governance,29-38 ,29,38,33.5,4.1,"Arthur Lawrence
4.1","Houston, TX","Upland, CA",201 to 500 employees,2003,Company - Private,Consulting,Business Services,Less than $1 million (USD),-1,0
Data Analyst,29-38 ,29,38,33.5,-1.0,Houston Exponential,"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1,0
Data Analyst,29-38 ,29,38,33.5,2.5,"Houston-Galveston Area Council
2.5","Houston, TX","Houston, TX",51 to 200 employees,1966,Government,Municipal Governments,Government,$100 to $500 million (USD),-1,0
XYZ Data Analyst,29-38 ,29,38,33.5,3.7,"Rosen
3.7","Houston, TX","Stans, Switzerland",201 to 500 employees,-1,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),GE,0
Data & Reporting Analyst,29-38 ,29,38,33.5,-1.0,"Imperastaff, LLC","Houston, TX","Houston, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0
Performance Data Analyst,29-38 ,29,38,33.5,3.7,"Randstad US
3.7","Houston, TX","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0
Data Analyst II,29-38 ,29,38,33.5,4.9,"Competentia Holding
4.9","Houston, TX","Stavanger, Norway",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data Analyst II,29-38 ,29,38,33.5,3.6,"FIS
3.6","Houston, TX","Jacksonville, FL",10000+ employees,1968,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD),"Fiserv, First Data, Jack Henry & Associates",0
Business Analyst (Data Integration/Salesforce),29-38 ,29,38,33.5,3.9,"Mondo
3.9","Houston, TX","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",0
Compensation & HR Data Analyst,29-38 ,29,38,33.5,3.9,"Avetta, LLC
3.9","Houston, TX","Orem, UT",201 to 500 employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,1
Data Quality Analyst,29-38 ,29,38,33.5,4.0,"Lorven Technologies Inc
4.0","Houston, TX","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,0
Data Expert Analyst/Modeler,29-38 ,29,38,33.5,4.8,"InvenTech Info
4.8","Houston, TX","Bengaluru, India",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0
Data Quality Analyst,47-76 ,47,76,61.5,4.2,"Centraprise
4.2","Houston, TX","Edison, NJ",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,0
Data Analyst,47-76 ,47,76,61.5,5.0,"Staffigo Technical Services, LLC
5.0","Houston, TX","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0
Data Warehouse Analyst - PL/SQL - 10,47-76 ,47,76,61.5,4.7,"National Computing Group
4.7","Houston, TX","Pittsburgh, PA",1 to 50 employees,1986,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0
Operations Data Analyst,47-76 ,47,76,61.5,2.5,"HealthHelp
2.5","Houston, TX","Houston, TX",201 to 500 employees,1999,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,0
Data Quality Analyst,47-76 ,47,76,61.5,4.8,"InvenTech Info
4.8","Houston, TX","Bengaluru, India",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0
Data Analyst MDM,47-76 ,47,76,61.5,1.0,"Encore Consulting Services
1.0","Houston, TX","Arlington Heights, IL",1 to 50 employees,-1,Company - Private,-1,-1,$5 to $10 million (USD),-1,0
"Data Analyst (LiDar, Ortho/Imagery)",47-76 ,47,76,61.5,2.4,"GeoDigital
2.4","Houston, TX","Atlanta, GA",51 to 200 employees,2005,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0
Aircraft Data Analyst,47-76 ,47,76,61.5,3.3,"ForeFlight
3.3","Houston, TX",-1,51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data Analyst Lead - SAP,47-76 ,47,76,61.5,3.8,"Capgemini
3.8","Houston, TX","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",0
Environmental Data Analyst - Disaster Recovery,47-76 ,47,76,61.5,3.5,"ICF
3.5","Houston, TX","Fairfax, VA",5001 to 10000 employees,1999,Company - Public,Consulting,Business Services,$1 to $2 billion (USD),"Booz Allen Hamilton, Abt Associates, Oliver Wyman",0
Data Analyst Manager,47-76 ,47,76,61.5,3.5,"Andiamo
3.5","Houston, TX","Warren, MI",201 to 500 employees,-1,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",$1 to $5 million (USD),-1,0
Data Warehouse Analyst,47-76 ,47,76,61.5,3.0,"G.A.S. Global
3.0","Houston, TX","Sugar Land, TX",10000+ employees,1970,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1,0
Data Warehouse Analyst,47-76 ,47,76,61.5,5.0,"Purity Technology LLC
5.0","Houston, TX","Cypress, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data Analyst III (Healthcare Analytics),47-76 ,47,76,61.5,2.0,"Corporate
2.0","Houston, TX","Greenville, SC",1001 to 5000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data Warehouse Analyst,47-76 ,47,76,61.5,3.5,"Robert Half
3.5","Houston, TX","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",0
MDM Data Analyst,47-76 ,47,76,61.5,4.1,"Arthur Lawrence
4.1","Houston, TX","Upland, CA",201 to 500 employees,2003,Company - Private,Consulting,Business Services,Less than $1 million (USD),-1,0
Data Analyst - Report Writer,47-76 ,47,76,61.5,4.6,"EAG Services
4.6","Houston, TX","Houston, TX",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,0
Omnichannel Marketing Data Analyst,47-76 ,47,76,61.5,3.6,"Sun and Ski Sports
3.6","Houston, TX","Houston, TX",501 to 1000 employees,1980,Company - Private,Sporting Goods Stores,Retail,Less than $1 million (USD),-1,0
Senior Data Analyst,47-76 ,47,76,61.5,3.4,"Harris County
3.4","Houston, TX","Houston, TX",5001 to 10000 employees,1966,Government,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,0
Data Modeler/Data Analyst,47-76 ,47,76,61.5,4.2,"Simplex info systems Inc,
4.2","Houston, TX","Nashua, NH",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,0
Data Collector/Analyst (Entry Level),47-76 ,47,76,61.5,3.6,"Army Houston Recruiting Battalion
3.6","Houston, TX","Fort Knox, KY",201 to 500 employees,1822,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0
Data Analyst III (Healthcare Analytics),47-76 ,47,76,61.5,3.7,"Wellcare
3.7","Houston, TX","Tampa, FL",5001 to 10000 employees,1985,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Anthem, Molina Healthcare, Humana",0
Data Warehouse Analyst,47-76 ,47,76,61.5,2.9,"Yochana
2.9","Houston, TX","Farmington Hills, MI",201 to 500 employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0
Data Governance Analyst,47-76 ,47,76,61.5,-1.0,SM LOgics Inc,"Sugar Land, TX","Carrollton, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0
Data Quality Analyst,47-76 ,47,76,61.5,2.7,"TechUSA
2.7","Pasadena, TX","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0
Data Analyst III (Healthcare Analytics),47-76 ,47,76,61.5,3.3,"Centene Corporation
3.3","Houston, TX","Saint Louis, MO",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,0
Data Analyst III,47-76 ,47,76,61.5,2.8,"Virtus Partners LLC
2.8","Houston, TX","Houston, TX",201 to 500 employees,2005,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),-1,0
CBO Data Analyst,47-76 ,47,76,61.5,3.6,"Kelsey Seybold Clinic
3.6","Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,0
Lead Quality Data Analyst,74-123 ,74,123,98.5,3.4,"Harris Health System
3.4","Houston, TX","Houston, TX",5001 to 10000 employees,1966,Government,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,0
Master Data Management Analyst,74-123 ,74,123,98.5,3.6,"Delphi-US
3.6","Houston, TX","Newport, RI",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),-1,0
DATA WAREHOUSE ANALYST III,74-123 ,74,123,98.5,4.7,"Sharpedge Solutions Inc
4.7","Houston, TX","Lombard, IL",Unknown,-1,Company - Private,Publishing,Media,Less than $1 million (USD),-1,0
Senior Data Analyst,74-123 ,74,123,98.5,4.5,"Smith Hanley Associates
4.5","Houston, TX","New York, 061",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Kforce, PageGroup, Robert Half",0
Master Data Analyst,74-123 ,74,123,98.5,-1.0,AllRedi,"Pasadena, TX",-1,-1,-1,-1,-1,-1,-1,-1,0
Data Warehouse Analyst PL/SQL,74-123 ,74,123,98.5,4.7,"National Computing Group
4.7","Houston, TX","Pittsburgh, PA",1 to 50 employees,1986,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0
Sr. Data Governance Analyst,74-123 ,74,123,98.5,3.6,"Crown Castle USA Inc
3.6","Houston, TX","Houston, TX",1001 to 5000 employees,1994,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),"American Tower, SBA Communications, TowerCo LLC",0
Role: Data Warehouse Analyst - Direct Client.,74-123 ,74,123,98.5,4.0,"Infomerica, Inc
4.0","Houston, TX","Cary, NC",501 to 1000 employees,1998,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0
eDiscovery Data Analyst,74-123 ,74,123,98.5,4.0,"Servient
4.0","Houston, TX","Houston, TX",51 to 200 employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,0
Senior Data Operations Analyst,74-123 ,74,123,98.5,3.6,"Kelsey Seybold Clinic
3.6","Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,0
Accounts Receivable Analyst (Data Entry),74-123 ,74,123,98.5,2.0,"Premier Medical Resources
2.0","Houston, TX","Houston, TX",201 to 500 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data Governance Business Analyst,74-123 ,74,123,98.5,3.8,"Icon Consultants
3.8","Houston, TX","Houston, TX",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0
"Data Management Analyst - Internal Medicine, Infectious",74-123 ,74,123,98.5,4.0,"UTHealth Houston
4.0","Houston, TX","Houston, TX",5001 to 10000 employees,1972,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,0
"Lead Analyst, Data Mgmt / Quant Analysis",74-123 ,74,123,98.5,3.2,"The Bank of New York Mellon
3.2","Houston, TX","New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"State Street, Northern Trust, BlackRock",0
HCC Data Analyst,74-123 ,74,123,98.5,3.6,"Kelsey Seybold Clinic
3.6","Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,0
Business Analyst - IT Data Warehouse,74-123 ,74,123,98.5,3.2,"Radiology Partners
3.2","Houston, TX","El Segundo, CA",1001 to 5000 employees,2012,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0
VBA Software developer / IT Data Analyst SQL,74-123 ,74,123,98.5,4.4,"The Jupiter Group
4.4","Spring, TX","Pearland, TX",51 to 200 employees,-1,Unknown,Staffing & Outsourcing,Business Services,Less than $1 million (USD),-1,0
Healthcare Information and Data Analyst II,74-123 ,74,123,98.5,3.6,"Kelsey-Seybold Medical Group
3.6","Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,0
Software Engineer/Data Analyst,74-123 ,74,123,98.5,5.0,"Crawford Thomas Recruiting
5.0","Houston, TX","Orlando, FL",51 to 200 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,0
"Financial Data Analyst - Data Mining, Analytics, Reporting",74-123 ,74,123,98.5,5.0,"Jobot
5.0","Sugar Land, TX","Irvine, CA",51 to 200 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0
Splunk SME / Data Analyst _ TXho_,74-123 ,74,123,98.5,-1.0,Talbridge Corporation,"Houston, TX","Houston, TX",51 to 200 employees,1996,Contract,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0
Data Warehouse Analyst III,74-123 ,74,123,98.5,3.7,"eTeam Inc.
3.7","Houston, TX","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",0
Contract data validation analyst,74-123 ,74,123,98.5,3.8,"LanceSoft Inc
3.8","Houston, TX","Herndon, VA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Mindlance, Artech Information Systems, Pyramid Consulting",0
Data Warehouse Analyst III,74-123 ,74,123,98.5,3.0,"Central Business Solutions, Inc
3.0","Houston, TX","Fremont, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,0
Electronic Data Interchange Analyst (EDI),74-123 ,74,123,98.5,3.3,"Professional Enrollment Concepts
3.3","Houston, TX","Houston, TX",1 to 50 employees,2011,Company - Private,-1,-1,$1 to $5 million (USD),-1,0
Sr. Data Analyst,74-123 ,74,123,98.5,3.1,"Texas Dow Employees Credit Union
3.1","Sugar Land, TX","Lake Jackson, TX",501 to 1000 employees,1955,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,0
Data Expert (Analyst/Modeler),74-123 ,74,123,98.5,4.8,"InvenTech Info
4.8","Houston, TX","Bengaluru, India",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0
.Net Developer - Program Data Design Analyst,74-123 ,74,123,98.5,2.2,"Harris County Appraisal District
2.2","Houston, TX","Houston, TX",501 to 1000 employees,1980,Government,Municipal Governments,Government,$50 to $100 million (USD),-1,0
Data Analyst,53-94 ,53,94,73.5,3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0
Senior Data Analyst,53-94 ,53,94,73.5,4.4,"Integrate
4.4","Phoenix, AZ","Phoenix, AZ",201 to 500 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0
Data Warehouse Analyst II-ST,53-94 ,53,94,73.5,3.2,"Desert Financial Credit Union
3.2","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,0
SQL Developer/Data Analyst,53-94 ,53,94,73.5,3.7,"Corbins Electric
3.7","Phoenix, AZ","Phoenix, AZ",501 to 1000 employees,1975,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),"DP Electric, Helix Electric, Wilson Electric",0
Jr. Analyst Data/Reporting,53-94 ,53,94,73.5,3.5,"The Judge Group, Inc.
3.5","Phoenix, AZ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",0
Senior Data Analyst,53-94 ,53,94,73.5,4.0,"Discount Tire
4.0","Scottsdale, AZ","Scottsdale, AZ",10000+ employees,1960,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),"Big O Tires, Les Schwab Tire Centers, Pep Boys",0
Data Warehouse Analyst III,53-94 ,53,94,73.5,3.2,"Desert Financial Credit Union
3.2","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,0
Data Analyst,53-94 ,53,94,73.5,3.5,"Robert Half
3.5","Phoenix, AZ","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",0
Data Analyst,53-94 ,53,94,73.5,4.9,"TekCom Resources, Inc.
4.9","Phoenix, AZ","King of Prussia, PA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,0
Data Analyst,53-94 ,53,94,73.5,4.1,"Viasat
4.1","Phoenix, AZ","Carlsbad, CA",5001 to 10000 employees,1986,Company - Public,Telecommunications Services,Telecommunications,$1 to $2 billion (USD),"Harris, Gogo, Inmarsat",0
Business Data Analyst,53-94 ,53,94,73.5,4.6,"National Education Partners
4.6","Scottsdale, AZ","Scottsdale, AZ",201 to 500 employees,2019,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),-1,0
Data Analyst,53-94 ,53,94,73.5,3.6,"Parker & Lynch
3.6","Phoenix, AZ","Jacksonville, FL",501 to 1000 employees,1992,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0
Data Analyst,53-94 ,53,94,73.5,3.0,"The Accuro Group
3.0","Tempe, AZ","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0
Data Analyst,53-94 ,53,94,73.5,3.2,"Modis
3.2","Phoenix, AZ","Zurich, Switzerland",5001 to 10000 employees,1994,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),"TEKsystems, Aerotek",0
Data Analyst,53-94 ,53,94,73.5,2.9,"Gatestone & Co. Inc
2.9","Phoenix, AZ","North York, Canada",1001 to 5000 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0
Data Analyst,53-94 ,53,94,73.5,3.9,"Diverse Lynx
3.9","Tempe, AZ","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0
Data Analyst,53-94 ,53,94,73.5,3.6,"FAMILY INVOLVEMENT CENTER
3.6","Phoenix, AZ","Phoenix, AZ",1 to 50 employees,2002,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),-1,0
Data Analyst,53-94 ,53,94,73.5,2.5,"Career Evolutions
2.5","Scottsdale, AZ","Scottsdale, AZ",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0
Fall 2020 Supply Chain Data Analyst Intern,53-94 ,53,94,73.5,3.6,"ON Semiconductor
3.6","Phoenix, AZ","Phoenix, AZ",10000+ employees,1999,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD),-1,0
Data Experience Analyst,53-94 ,53,94,73.5,3.6,"Charles Schwab
3.6","Phoenix, AZ","San Francisco, CA",10000+ employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,0
Data Analyst,53-94 ,53,94,73.5,4.4,"Softcom Systems
4.4","Tempe, AZ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0
Data Analyst,53-94 ,53,94,73.5,-1.0,Door Sales & Installations,"Tempe, AZ",-1,-1,-1,-1,-1,-1,-1,-1,0
"Data Analyst, Marketing",53-94 ,53,94,73.5,4.6,"National Education Partners
4.6","Scottsdale, AZ","Scottsdale, AZ",201 to 500 employees,2019,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),-1,0
Data Control Business Analyst,53-94 ,53,94,73.5,3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0
Network Security System/Data Analyst,53-94 ,53,94,73.5,3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0
"Data Center Services Analyst I, II, III, or Senior",53-94 ,53,94,73.5,3.4,"Alaska USA
3.4","Glendale, AZ","Anchorage, AK",1001 to 5000 employees,1948,Other Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,0
Data Analyst,53-94 ,53,94,73.5,2.9,"The Paragon Group
2.9","Scottsdale, AZ","SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),-1,0
Central Flow Data Analyst,53-94 ,53,94,73.5,3.9,"Amazon
3.9","Tempe, AZ","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0
"Data Center Services Analyst I, II, III, or Senior",53-94 ,53,94,73.5,-1.0,AlaskaUSA Mortgage Company,"Glendale, AZ",-1,-1,-1,-1,-1,-1,-1,-1,0
Data Analyst - Data Science and Analytics,46-102 ,46,102,74.0,-1.0,MLWIZ Team,"Phoenix, AZ","North Brunswick, NJ",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data Analyst,46-102 ,46,102,74.0,4.3,"Net Orbit Inc
4.3","Tempe, AZ","Tempe, AZ",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data Programmer/Analyst,46-102 ,46,102,74.0,4.3,"Arizona State University
4.3","Tempe, AZ","Tempe, AZ",5001 to 10000 employees,1885,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,0
Master Data Operation Analyst,46-102 ,46,102,74.0,3.6,"PK
3.6","Phoenix, AZ","Portland, OR",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0
Data Reporting Analyst,46-102 ,46,102,74.0,3.9,"Mondo
3.9","Phoenix, AZ","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",0
Data Quality Analyst,46-102 ,46,102,74.0,3.8,"IntraEdge
3.8","Tempe, AZ","Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0
Analyst (Global Data and Analytics),46-102 ,46,102,74.0,2.9,"Circle K Stores, Inc.
2.9","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),-1,0
Senior Business Intelligence Data Analyst,46-102 ,46,102,74.0,3.4,"Shamrock Foods
3.4","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1922,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,0
Senior Data Analyst,46-102 ,46,102,74.0,3.4,"Tech Finders
3.4","Phoenix, AZ","Phoenix, AZ",1 to 50 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0
System Analyst/Data Analyst/ Data Governance Analyst/ Collibra,46-102 ,46,102,74.0,3.7,"Infotree Service Inc
3.7","Chandler, AZ","Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,0
Automotive Data Analyst,46-102 ,46,102,74.0,3.1,"O'Reilly Automotive
3.1","Phoenix, AZ","Springfield, MO",10000+ employees,1957,Company - Public,Automotive Parts & Accessories Stores,Retail,$5 to $10 billion (USD),"Advance Auto Parts, AutoZone, NAPA Auto Parts",0
Reporting & Data Analyst,46-102 ,46,102,74.0,-1.0,Sanford Federal,"Phoenix, AZ","Sanford, VA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data/Business Analyst,46-102 ,46,102,74.0,3.1,"Uhaul
3.1","Phoenix, AZ","Reno, NV",10000+ employees,1945,Company - Public,Truck Rental & Leasing,Transportation & Logistics,$10+ billion (USD),-1,0
Data Quality (DQ) Problem Management Analyst,46-102 ,46,102,74.0,3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0
Statistician/Data Analyst/SQL Coder,46-102 ,46,102,74.0,2.5,"Matrix Medical Network
2.5","Scottsdale, AZ","Scottsdale, AZ",1001 to 5000 employees,2001,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0
Business Data Analyst - I,46-102 ,46,102,74.0,2.5,"Avacend, Inc.
2.5","Tempe, AZ","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0
Technology Analyst | Data Management - Data Integration | Informatica,46-102 ,46,102,74.0,3.9,"Kaygen Inc.
3.9","Phoenix, AZ","Irvine, CA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,0
Senior Data Analyst w/ Collibra,46-102 ,46,102,74.0,5.0,"Nucleusteq
5.0","Phoenix, AZ","Phoenix, AZ",201 to 500 employees,2018,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,0
SYSTEMS and DATA ANALYST,46-102 ,46,102,74.0,-1.0,Isaac Elementary School District #5,"Phoenix, AZ",-1,-1,-1,-1,-1,-1,-1,-1,0
Data Modeler / Analyst with Data Steward,46-102 ,46,102,74.0,4.5,"Strategic Systems
4.5","Tempe, AZ","Dublin, OH",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,0
SQL Data Analyst,46-102 ,46,102,74.0,3.3,"Edupoint
3.3","Mesa, AZ","Irvine, CA",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,0
Data Analyst - Financial Advisor Services,46-102 ,46,102,74.0,3.2,"Vanguard
3.2","Scottsdale, AZ","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",0
