work_year,job_title,job_category,salary_currency,salary_local,salary_in_usd,employee_residence,experience_level,employment_type,remote_ratio,company_location,company_country,company_size,data_source,work_setting_standardized
2024,Platform Engineer,,USD,340000.0,340000.0,US,Executive,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Platform Engineer,,USD,183000.0,183000.0,US,Executive,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Research Associate,,GBP,45585.0,56981.0,GB,Mid-level,Full-time,0.0,GB,United Kingdom,Medium,Global AI/ML Salaries,In-person
2024,Research Associate,,GBP,36023.0,45028.0,GB,Mid-level,Full-time,0.0,GB,United Kingdom,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,284000.0,284000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,189000.0,189000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Systems Engineer,,USD,209169.0,209169.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Systems Engineer,,USD,96038.0,96038.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,235400.0,235400.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,204644.0,204644.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,138000.0,138000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,86000.0,86000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,179000.0,179000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,112000.0,112000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,179000.0,179000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,112000.0,112000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,113600.0,113600.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,90880.0,90880.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,188500.0,188500.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,165100.0,165100.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Quality Specialist,,USD,134100.0,134100.0,US,Mid-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Quality Specialist,,USD,90100.0,90100.0,US,Mid-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Machine Learning Engineer,,USD,250000.0,250000.0,US,Entry-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,145000.0,145000.0,US,Entry-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,170000.0,170000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,119000.0,119000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,266000.0,266000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,177688.0,177688.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,284000.0,284000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,189000.0,189000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,264200.0,264200.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,143100.0,143100.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,199700.0,199700.0,CA,Senior,Full-time,0.0,CA,Canada,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,108100.0,108100.0,CA,Senior,Full-time,0.0,CA,Canada,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,209800.0,209800.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,127100.0,127100.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,250600.0,250600.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,135400.0,135400.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Business Intelligence,,USD,140000.0,140000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Business Intelligence,,USD,100000.0,100000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Product Manager,,USD,250200.0,250200.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Product Manager,,USD,117200.0,117200.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Research Scientist,,USD,168150.0,168150.0,US,Entry-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Research Scientist,,USD,116000.0,116000.0,US,Entry-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Architect,,USD,216000.0,216000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Architect,,USD,135000.0,135000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Architect,,USD,215625.0,215625.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Architect,,USD,138000.0,138000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Architect,,USD,179000.0,179000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Architect,,USD,112000.0,112000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Manager,,GBP,51283.0,64103.0,GB,Mid-level,Full-time,0.0,GB,United Kingdom,Medium,Global AI/ML Salaries,In-person
2024,Data Manager,,GBP,39347.0,49183.0,GB,Mid-level,Full-time,0.0,GB,United Kingdom,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,173000.0,173000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,112500.0,112500.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Research Engineer,,USD,173000.0,173000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Research Engineer,,USD,112500.0,112500.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Research Scientist,,USD,251000.0,251000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Research Scientist,,USD,177000.0,177000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Associate,,USD,186000.0,186000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Associate,,USD,145000.0,145000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,323900.0,323900.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,241500.0,241500.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Research Scientist,,USD,173000.0,173000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Research Scientist,,USD,112500.0,112500.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,240240.0,240240.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,216429.0,216429.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Systems Engineer,,USD,234000.0,234000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Systems Engineer,,USD,146000.0,146000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Engineering Manager,,USD,290180.0,290180.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Engineering Manager,,USD,276073.0,276073.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,DevOps Engineer,,USD,150000.0,150000.0,US,Mid-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,DevOps Engineer,,USD,110000.0,110000.0,US,Mid-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Software Engineer,,USD,229900.0,229900.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,201400.0,201400.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,246000.0,246000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,210000.0,210000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,114400.0,114400.0,US,Entry-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Scientist,,USD,69690.0,69690.0,US,Entry-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Scientist,,USD,164314.0,164314.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,68405.0,68405.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,276000.0,276000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,148000.0,148000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Analyst,,USD,212750.0,212750.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Analyst,,USD,132000.0,132000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,167000.0,167000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,95000.0,95000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,200070.0,200070.0,CA,Senior,Full-time,0.0,CA,Canada,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,107730.0,107730.0,CA,Senior,Full-time,0.0,CA,Canada,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,155000.0,155000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,140000.0,140000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,105000.0,105000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,51600.0,51600.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Engineering Manager,,USD,419750.0,419750.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Engineering Manager,,USD,220000.0,220000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Management Analyst,,USD,105000.0,105000.0,US,Entry-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Management Analyst,,USD,85500.0,85500.0,US,Entry-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,145537.0,145537.0,US,Mid-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Software Engineer,,USD,119076.0,119076.0,US,Mid-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Business Intelligence Analyst,,USD,127650.0,127650.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Business Intelligence Analyst,,USD,75650.0,75650.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,339250.0,339250.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,148000.0,148000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Associate,,USD,95000.0,95000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Associate,,USD,80000.0,80000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Platform Engineer,,USD,228000.0,228000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Platform Engineer,,USD,136000.0,136000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,AI Researcher,,USD,200000.0,200000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,AI Researcher,,USD,40000.0,40000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,160000.0,160000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Scientist,,USD,160000.0,160000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Scientist,,USD,176000.0,176000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,158400.0,158400.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,176000.0,176000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,158400.0,158400.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,221500.0,221500.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,153000.0,153000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,280000.0,280000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,200000.0,200000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,221500.0,221500.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Scientist,,USD,153000.0,153000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Scientist,,USD,241500.0,241500.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,156000.0,156000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,137300.0,137300.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,137300.0,137300.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,137300.0,137300.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,137300.0,137300.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,137300.0,137300.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,137300.0,137300.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,161500.0,161500.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,161500.0,161500.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,310270.0,310270.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,239080.0,239080.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,227000.0,227000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,192780.0,192780.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,164000.0,164000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,147000.0,147000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,242000.0,242000.0,CA,Senior,Full-time,0.0,CA,Canada,Medium,Global AI/ML Salaries,In-person
2024,Data Scientist,,USD,215000.0,215000.0,CA,Senior,Full-time,0.0,CA,Canada,Medium,Global AI/ML Salaries,In-person
2024,Data Integration Engineer,,USD,130000.0,130000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Integration Engineer,,USD,110000.0,110000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,282000.0,282000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Machine Learning Engineer,,USD,168000.0,168000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Machine Learning Infrastructure Engineer,,USD,223000.0,223000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Infrastructure Engineer,,USD,171600.0,171600.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,200000.0,200000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,40000.0,40000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,230000.0,230000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,160000.0,160000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,AI Engineer,,USD,200000.0,200000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,AI Engineer,,USD,160000.0,160000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Analyst,,USD,160000.0,160000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Analyst,,USD,120000.0,120000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Analyst,,USD,130000.0,130000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Analyst,,USD,100000.0,100000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Analytics Engineer,,USD,225000.0,225000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Analytics Engineer,,USD,150000.0,150000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Analytics Engineer,,USD,183000.0,183000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Analytics Engineer,,USD,122000.0,122000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Analytics Engineer,,USD,156450.0,156450.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Analytics Engineer,,USD,119200.0,119200.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Analytics Engineer,,USD,156450.0,156450.0,US,Mid-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Analytics Engineer,,USD,119200.0,119200.0,US,Mid-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Engineer,,USD,206000.0,206000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Engineer,,USD,175100.0,175100.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Engineer,,USD,150000.0,150000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,130000.0,130000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,150000.0,150000.0,US,Mid-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Engineer,,USD,96000.0,96000.0,US,Mid-level,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Engineer,,USD,198000.0,198000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Engineer,,USD,119000.0,119000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Engineer,,USD,92950.0,92950.0,US,Entry-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,70824.0,70824.0,US,Entry-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,256300.0,256300.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,126400.0,126400.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Engineer,,USD,153000.0,153000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Engineer,,USD,138000.0,138000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Engineer,,USD,151463.0,151463.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Engineer,,USD,87780.0,87780.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Software Engineer,,USD,210000.0,210000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,175000.0,175000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Data Infrastructure Engineer,,USD,170000.0,170000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Data Infrastructure Engineer,,USD,150000.0,150000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Computer Vision Engineer,,GBP,74500.0,93125.0,GB,Senior,Full-time,0.0,GB,United Kingdom,Medium,Global AI/ML Salaries,In-person
2024,Computer Vision Engineer,,GBP,52500.0,65625.0,GB,Senior,Full-time,0.0,GB,United Kingdom,Medium,Global AI/ML Salaries,In-person
2024,Product Manager,,USD,235000.0,235000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Product Manager,,USD,192000.0,192000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Development Engineer,,USD,129792.0,129792.0,US,Entry-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Development Engineer,,USD,75712.0,75712.0,US,Entry-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Development Engineer,,USD,223600.0,223600.0,US,Mid-level,Full-time,0.0,US,United States,Large,Global AI/ML Salaries,In-person
2024,Software Development Engineer,,USD,129300.0,129300.0,US,Mid-level,Full-time,0.0,US,United States,Large,Global AI/ML Salaries,In-person
2024,Applied Scientist,,USD,222200.0,222200.0,US,Senior,Full-time,0.0,US,United States,Large,Global AI/ML Salaries,In-person
2024,Applied Scientist,,USD,136000.0,136000.0,US,Senior,Full-time,0.0,US,United States,Large,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,306500.0,306500.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Machine Learning Engineer,,USD,245000.0,245000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,223000.0,223000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Software Engineer,,USD,185000.0,185000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Software Engineer,,USD,195000.0,195000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Software Engineer,,USD,175000.0,175000.0,US,Senior,Full-time,100.0,US,United States,Medium,Global AI/ML Salaries,Remote
2024,Prompt Engineer,,USD,500000.0,500000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Prompt Engineer,,USD,100000.0,100000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,210000.0,210000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,160000.0,160000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,210000.0,210000.0,CA,Senior,Full-time,100.0,CA,Canada,Medium,Global AI/ML Salaries,Remote
2024,Software Engineer,,USD,170000.0,170000.0,CA,Senior,Full-time,100.0,CA,Canada,Medium,Global AI/ML Salaries,Remote
2024,Software Engineer,,USD,220000.0,220000.0,CA,Senior,Full-time,100.0,CA,Canada,Medium,Global AI/ML Salaries,Remote
2024,Software Engineer,,USD,170000.0,170000.0,CA,Senior,Full-time,100.0,CA,Canada,Medium,Global AI/ML Salaries,Remote
2024,Software Engineer,,USD,220000.0,220000.0,CA,Senior,Full-time,100.0,CA,Canada,Medium,Global AI/ML Salaries,Remote
2024,Software Engineer,,USD,170000.0,170000.0,CA,Senior,Full-time,100.0,CA,Canada,Medium,Global AI/ML Salaries,Remote
2024,Product Manager,,USD,175000.0,175000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Product Manager,,USD,125000.0,125000.0,US,Mid-level,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
2024,Software Engineer,,USD,192000.0,192000.0,US,Senior,Full-time,0.0,US,United States,Medium,Global AI/ML Salaries,In-person
